layer, player, Tlayer, theta, time
8, 425.000000, 224.373933, 286.514755, 377.638977 
9, 475.000000, 231.310098, 286.132933, 377.638977 
10, 525.000000, 237.728084, 285.782068, 377.638977 
11, 575.000000, 243.709187, 285.455379, 377.638977 
12, 625.000000, 249.303399, 285.133467, 377.638977 
13, 675.000000, 254.547031, 284.798952, 377.638977 
14, 725.000000, 259.485076, 284.456467, 377.638977 
15, 775.000000, 264.154485, 284.109708, 377.638977 
16, 825.000000, 268.588208, 283.763964, 377.638977 
17, 875.000000, 272.813580, 283.423014, 377.638977 
18, 925.000000, 276.847703, 283.083604, 377.638977 
19, 975.000000, 280.707774, 282.745680, 377.638977 
0, 25.000000, 172.779177, 495.704461, 408.495422 
1, 75.000000, 183.810016, 385.283349, 408.495422 
2, 125.000000, 187.752557, 340.103868, 408.495422 
3, 175.000000, 189.405895, 311.650864, 408.495422 
4, 225.000000, 191.681482, 293.542418, 408.495422 
5, 275.000000, 199.282691, 288.177611, 408.495422 
6, 325.000000, 208.819456, 287.894161, 408.495422 
7, 375.000000, 217.189270, 287.437692, 408.495422 
8, 425.000000, 224.738040, 286.979703, 408.495422 
9, 475.000000, 231.650328, 286.553801, 408.495422 
10, 525.000000, 238.028748, 286.143507, 408.495422 
11, 575.000000, 243.956635, 285.745214, 408.495422 
12, 625.000000, 249.495803, 285.353523, 408.495422 
13, 675.000000, 254.706070, 284.976892, 408.495422 
14, 725.000000, 259.643541, 284.630182, 408.495422 
15, 775.000000, 264.345876, 284.315558, 408.495422 
16, 825.000000, 268.841144, 284.031191, 408.495422 
17, 875.000000, 273.143167, 283.765419, 408.495422 
18, 925.000000, 277.250619, 283.495595, 408.495422 
19, 975.000000, 281.168521, 283.209772, 408.495422 
0, 25.000000, 172.456962, 494.780025, 439.622986 
1, 75.000000, 183.667662, 384.984961, 439.622986 
2, 125.000000, 187.568134, 339.769795, 439.622986 
3, 175.000000, 189.108510, 311.161543, 439.622986 
4, 225.000000, 191.466035, 293.212481, 439.622986 
5, 275.000000, 199.431147, 288.392290, 439.622986 
6, 325.000000, 209.007764, 288.153776, 439.622986 
7, 375.000000, 217.433876, 287.761415, 439.622986 
8, 425.000000, 225.040216, 287.365567, 439.622986 
9, 475.000000, 232.000994, 286.987578, 439.622986 
10, 525.000000, 238.412888, 286.605297, 439.622986 
11, 575.000000, 244.357366, 286.214588, 439.622986 
12, 625.000000, 249.896336, 285.811622, 439.622986 
13, 675.000000, 255.090319, 285.406807, 439.622986 
14, 725.000000, 259.996372, 285.016967, 439.622986 
15, 775.000000, 264.653977, 284.646934, 439.622986 
16, 825.000000, 269.096884, 284.301381, 439.622986 
17, 875.000000, 273.351846, 283.982213, 439.622986 
18, 925.000000, 277.433317, 283.682408, 439.622986 
19, 975.000000, 281.354465, 283.397066, 439.622986 
0, 25.000000, 172.152341, 493.906065, 470.823242 
1, 75.000000, 183.523216, 384.682189, 470.823242 
2, 125.000000, 187.385564, 339.439079, 470.823242 
3, 175.000000, 188.830895, 310.704751, 470.823242 
4, 225.000000, 191.280729, 292.928702, 470.823242 
5, 275.000000, 199.650211, 288.709073, 470.823242 
6, 325.000000, 209.192995, 288.409151, 470.823242 
7, 375.000000, 217.590995, 287.969353, 470.823242 
8, 425.000000, 225.181535, 287.546024, 470.823242 
9, 475.000000, 232.147194, 287.168429, 470.823242 
10, 525.000000, 238.586838, 286.814409, 470.823242 
11, 575.000000, 244.578207, 286.473257, 470.823242 
12, 625.000000, 250.174162, 286.129376, 470.823242 
13, 675.000000, 255.423649, 285.779752, 470.823242 
14, 725.000000, 260.374423, 285.431400, 470.823242 
15, 775.000000, 265.061021, 285.084727, 470.823242 
16, 825.000000, 269.515800, 284.743967, 470.823242 
17, 875.000000, 273.765965, 284.412436, 470.823242 
18, 925.000000, 277.827078, 284.085038, 470.823242 
19, 975.000000, 281.714234, 283.759447, 470.823242 
0, 25.000000, 171.863943, 493.078649, 502.232178 
1, 75.000000, 183.378135, 384.378085, 502.232178 
2, 125.000000, 187.205905, 339.113637, 502.232178 
3, 175.000000, 188.572682, 310.279884, 502.232178 
4, 225.000000, 191.130849, 292.699175, 502.232178 
5, 275.000000, 199.936804, 289.123508, 502.232178 
6, 325.000000, 209.491385, 288.820533, 502.232178 
7, 375.000000, 217.891971, 288.367677, 502.232178 
8, 425.000000, 225.472108, 287.917071, 502.232178 
9, 475.000000, 232.415745, 287.500629, 502.232178 
10, 525.000000, 238.824247, 287.099808, 502.232178 
11, 575.000000, 244.780899, 286.710670, 502.232178 
12, 625.000000, 250.347463, 286.327585, 502.232178 
13, 675.000000, 255.582858, 285.957883, 502.232178 
14, 725.000000, 260.541114, 285.614132, 502.232178 
15, 775.000000, 265.257003, 285.295515, 502.232178 
16, 825.000000, 269.757630, 284.999461, 502.232178 
17, 875.000000, 274.061048, 284.718995, 502.232178 
18, 925.000000, 278.172714, 284.438460, 502.232178 
19, 975.000000, 282.099922, 284.147935, 502.232178 
0, 25.000000, 171.590252, 492.293429, 533.877380 
1, 75.000000, 183.232742, 384.073327, 533.877380 
2, 125.000000, 187.029585, 338.794241, 533.877380 
3, 175.000000, 188.333358, 309.886098, 533.877380 
4, 225.000000, 191.010550, 292.514948, 533.877380 
5, 275.000000, 200.084109, 289.336522, 533.877380 
6, 325.000000, 209.669770, 289.066468, 533.877380 
7, 375.000000, 218.110865, 288.657371, 533.877380 
8, 425.000000, 225.731515, 288.248322, 533.877380 
9, 475.000000, 232.709242, 287.863689, 533.877380 
10, 525.000000, 239.140775, 287.480319, 533.877380 
11, 575.000000, 245.107237, 287.092908, 533.877380 
12, 625.000000, 250.670002, 286.696480, 533.877380 
13, 675.000000, 255.888950, 286.300353, 533.877380 
14, 725.000000, 260.820356, 285.920247, 533.877380 
15, 775.000000, 265.502932, 285.560022, 533.877380 
16, 825.000000, 269.970185, 285.224026, 533.877380 
17, 875.000000, 274.248383, 284.913615, 533.877380 
18, 925.000000, 278.350370, 284.620118, 533.877380 
19, 975.000000, 282.287137, 284.336509, 533.877380 
0, 25.000000, 171.330689, 491.548740, 565.608826 
1, 75.000000, 183.087331, 383.768533, 565.608826 
2, 125.000000, 186.856988, 338.481592, 565.608826 
3, 175.000000, 188.111752, 309.521464, 565.608826 
4, 225.000000, 190.908738, 292.359033, 565.608826 
5, 275.000000, 200.260712, 289.591903, 565.608826 
6, 325.000000, 209.825530, 289.281211, 565.608826 
7, 375.000000, 218.252526, 288.844852, 565.608826 
8, 425.000000, 225.868783, 288.423607, 565.608826 
9, 475.000000, 232.856027, 288.045263, 565.608826 
10, 525.000000, 239.311517, 287.685574, 565.608826 
11, 575.000000, 245.313156, 287.334100, 565.608826 
12, 625.000000, 250.916229, 286.978094, 565.608826 
13, 675.000000, 256.173583, 286.618813, 565.608826 
14, 725.000000, 261.135543, 286.265766, 565.608826 
15, 775.000000, 265.837010, 285.919338, 565.608826 
16, 825.000000, 270.309968, 285.583006, 565.608826 
17, 875.000000, 274.580914, 285.259078, 565.608826 
18, 925.000000, 278.664201, 284.941017, 565.608826 
19, 975.000000, 282.573716, 284.625169, 565.608826 
0, 25.000000, 171.084415, 490.842180, 597.510681 
1, 75.000000, 182.942943, 383.465881, 597.510681 
2, 125.000000, 186.688841, 338.177003, 597.510681 
3, 175.000000, 187.907239, 309.184957, 597.510681 
4, 225.000000, 190.829410, 292.237549, 597.510681 
5, 275.000000, 200.495880, 289.931973, 597.510681 
6, 325.000000, 210.067812, 289.615238, 597.510681 
7, 375.000000, 218.494594, 289.165215, 597.510681 
8, 425.000000, 226.101018, 288.720160, 597.510681 
9, 475.000000, 233.070889, 288.311050, 597.510681 
10, 525.000000, 239.504641, 287.917736, 597.510681 
11, 575.000000, 245.485045, 287.535433, 597.510681 
12, 625.000000, 251.073143, 287.157560, 597.510681 
13, 675.000000, 256.327031, 286.790498, 597.510681 
14, 725.000000, 261.299857, 286.445892, 597.510681 
15, 775.000000, 266.025758, 286.122344, 597.510681 
16, 825.000000, 270.532710, 285.818334, 597.510681 
17, 875.000000, 274.841175, 285.529460, 597.510681 
18, 925.000000, 278.959123, 285.242583, 597.510681 
19, 975.000000, 282.895337, 284.949125, 597.510681 
0, 25.000000, 170.850294, 490.170483, 629.616272 
1, 75.000000, 182.799864, 383.165974, 629.616272 
2, 125.000000, 186.525422, 337.880978, 629.616272 
3, 175.000000, 187.719116, 308.875417, 629.616272 
4, 225.000000, 190.769651, 292.146034, 629.616272 
5, 275.000000, 200.635208, 290.133452, 629.616272 
6, 325.000000, 210.231234, 289.840544, 629.616272 
7, 375.000000, 218.687428, 289.420420, 629.616272 
8, 425.000000, 226.322304, 289.002731, 629.616272 
9, 475.000000, 233.315497, 288.613632, 629.616272 
10, 525.000000, 239.764160, 288.229714, 629.616272 
11, 575.000000, 245.749428, 287.845104, 629.616272 
12, 625.000000, 251.332182, 287.453829, 629.616272 
13, 675.000000, 256.571828, 287.064388, 629.616272 
14, 725.000000, 261.524201, 286.691826, 629.616272 
15, 775.000000, 266.227345, 286.339159, 629.616272 
16, 825.000000, 270.714173, 286.010050, 629.616272 
17, 875.000000, 275.010195, 285.705053, 629.616272 
18, 925.000000, 279.127101, 285.414344, 629.616272 
19, 975.000000, 283.074942, 285.130034, 629.616272 
0, 25.000000, 170.627679, 489.531799, 661.814148 
1, 75.000000, 182.658241, 382.869119, 661.814148 
2, 125.000000, 186.366853, 337.593737, 661.814148 
3, 175.000000, 187.546005, 308.590577, 661.814148 
4, 225.000000, 190.721173, 292.071794, 661.814148 
5, 275.000000, 200.780768, 290.343943, 661.814148 
6, 325.000000, 210.364983, 290.024941, 661.814148 
7, 375.000000, 218.815377, 289.589753, 661.814148 
8, 425.000000, 226.451785, 289.168072, 661.814148 
9, 475.000000, 233.455851, 288.787251, 661.814148 
10, 525.000000, 239.924371, 288.422309, 661.814148 
11, 575.000000, 245.935933, 288.063555, 661.814148 
