layer, player, Tlayer, theta, time
4, 225.000000, 196.750020, 301.304414, 116.910347 
5, 275.000000, 200.561681, 290.027126, 116.910347 
6, 325.000000, 205.272593, 283.004190, 116.910347 
7, 375.000000, 212.976362, 281.862147, 116.910347 
8, 425.000000, 220.422396, 281.468831, 116.910347 
9, 475.000000, 227.280526, 281.148312, 116.910347 
10, 525.000000, 233.606855, 280.827780, 116.910347 
11, 575.000000, 239.478096, 280.499523, 116.910347 
12, 625.000000, 244.972446, 280.180066, 116.910347 
13, 675.000000, 250.131368, 279.858504, 116.910347 
14, 725.000000, 254.962141, 279.498270, 116.910347 
15, 775.000000, 259.472356, 279.073873, 116.910347 
16, 825.000000, 263.758343, 278.661202, 116.910347 
17, 875.000000, 267.750126, 278.162648, 116.910347 
18, 925.000000, 271.453372, 277.567767, 116.910347 
19, 975.000000, 275.044162, 277.040951, 116.910347 
0, 25.000000, 177.764075, 510.006161, 146.784576 
1, 75.000000, 185.020633, 387.820917, 146.784576 
2, 125.000000, 189.384919, 343.060805, 146.784576 
3, 175.000000, 192.796178, 317.229279, 146.784576 
4, 225.000000, 195.981456, 300.127429, 146.784576 
5, 275.000000, 199.600507, 288.637197, 146.784576 
6, 325.000000, 205.375015, 283.145397, 146.784576 
7, 375.000000, 213.632853, 282.730976, 146.784576 
8, 425.000000, 220.977331, 282.177456, 146.784576 
9, 475.000000, 227.744373, 281.722095, 146.784576 
10, 525.000000, 234.129049, 281.455530, 146.784576 
11, 575.000000, 239.828731, 280.910220, 146.784576 
12, 625.000000, 245.196813, 280.436680, 146.784576 
13, 675.000000, 250.302440, 280.049908, 146.784576 
14, 725.000000, 255.167850, 279.723775, 146.784576 
15, 775.000000, 259.788117, 279.413488, 146.784576 
16, 825.000000, 264.188966, 279.116156, 146.784576 
17, 875.000000, 268.401035, 278.838870, 146.784576 
18, 925.000000, 272.422105, 278.558320, 146.784576 
19, 975.000000, 276.236827, 278.242275, 146.784576 
0, 25.000000, 177.381729, 508.909210, 177.311874 
1, 75.000000, 184.995802, 387.768870, 177.311874 
2, 125.000000, 189.239933, 342.798171, 177.311874 
3, 175.000000, 192.354986, 316.503335, 177.311874 
4, 225.000000, 195.235802, 298.985530, 177.311874 
5, 275.000000, 198.774836, 287.443215, 177.311874 
6, 325.000000, 205.625417, 283.490620, 177.311874 
7, 375.000000, 213.974429, 283.183033, 177.311874 
8, 425.000000, 221.480118, 282.819492, 177.311874 
9, 475.000000, 228.346648, 282.467115, 177.311874 
10, 525.000000, 234.654306, 282.086962, 177.311874 
11, 575.000000, 240.471796, 281.663439, 177.311874 
12, 625.000000, 245.862075, 281.197554, 177.311874 
13, 675.000000, 250.884057, 280.700647, 177.311874 
14, 725.000000, 255.672913, 280.277442, 177.311874 
15, 775.000000, 260.271541, 279.933432, 177.311874 
16, 825.000000, 264.547971, 279.495445, 177.311874 
17, 875.000000, 268.653980, 279.101652, 177.311874 
18, 925.000000, 272.636311, 278.777351, 177.311874 
19, 975.000000, 276.488690, 278.495967, 177.311874 
0, 25.000000, 177.019718, 507.870599, 207.928131 
1, 75.000000, 184.960919, 387.695751, 207.928131 
2, 125.000000, 189.088930, 342.524637, 207.928131 
3, 175.000000, 191.920802, 315.788923, 207.928131 
4, 225.000000, 194.527047, 297.900138, 207.928131 
5, 275.000000, 198.063285, 286.414260, 207.928131 
6, 325.000000, 205.969495, 283.964991, 207.928131 
7, 375.000000, 214.236029, 283.529246, 207.928131 
8, 425.000000, 221.674601, 283.067838, 207.928131 
9, 475.000000, 228.515333, 282.675781, 207.928131 
10, 525.000000, 234.853780, 282.326757, 207.928131 
11, 575.000000, 240.752676, 281.992432, 207.928131 
12, 625.000000, 246.260268, 281.652975, 207.928131 
13, 675.000000, 251.426365, 281.307407, 207.928131 
14, 725.000000, 256.291555, 280.955620, 207.928131 
15, 775.000000, 260.877002, 280.584632, 207.928131 
16, 825.000000, 265.208383, 280.193173, 207.928131 
17, 875.000000, 269.318363, 279.791872, 207.928131 
18, 925.000000, 273.241054, 279.395716, 207.928131 
19, 975.000000, 277.024776, 279.035944, 207.928131 
0, 25.000000, 176.676253, 506.885195, 238.853119 
1, 75.000000, 184.918776, 387.607416, 238.853119 
2, 125.000000, 188.933280, 342.242685, 238.853119 
3, 175.000000, 191.493464, 315.085776, 238.853119 
4, 225.000000, 193.854387, 296.870020, 238.853119 
5, 275.000000, 197.462724, 285.545803, 238.853119 
6, 325.000000, 206.433854, 284.605192, 238.853119 
7, 375.000000, 214.714596, 284.162602, 238.853119 
8, 425.000000, 222.159156, 283.686591, 238.853119 
9, 475.000000, 228.966632, 283.234043, 238.853119 
10, 525.000000, 235.256424, 282.810791, 238.853119 
11, 575.000000, 241.104075, 282.404025, 238.853119 
12, 625.000000, 246.540415, 281.973385, 238.853119 
13, 675.000000, 251.644737, 281.551732, 238.853119 
14, 725.000000, 256.491430, 281.174729, 238.853119 
15, 775.000000, 261.112870, 280.838318, 238.853119 
16, 825.000000, 265.527170, 280.529971, 238.853119 
17, 875.000000, 269.749869, 280.240158, 238.853119 
18, 925.000000, 273.786005, 279.952942, 238.853119 
19, 975.000000, 277.637287, 279.652902, 238.853119 
0, 25.000000, 176.349385, 505.947408, 270.138916 
1, 75.000000, 184.869559, 387.504253, 270.138916 
2, 125.000000, 188.773181, 341.952675, 270.138916 
3, 175.000000, 191.073561, 314.394862, 270.138916 
4, 225.000000, 193.218689, 295.896508, 270.138916 
5, 275.000000, 196.997746, 284.873412, 270.138916 
6, 325.000000, 206.582789, 284.810524, 270.138916 
7, 375.000000, 214.958147, 284.484928, 270.138916 
8, 425.000000, 222.484586, 284.102150, 270.138916 
9, 475.000000, 229.376930, 283.741585, 270.138916 
10, 525.000000, 235.724395, 283.373357, 270.138916 
11, 575.000000, 241.598200, 282.982791, 270.138916 
12, 625.000000, 247.053718, 282.560460, 270.138916 
13, 675.000000, 252.152371, 282.119695, 270.138916 
14, 725.000000, 256.960715, 281.689176, 270.138916 
15, 775.000000, 261.528762, 281.285628, 270.138916 
16, 825.000000, 265.883980, 280.906942, 270.138916 
17, 875.000000, 270.042865, 280.544549, 270.138916 
18, 925.000000, 274.031794, 280.204267, 270.138916 
19, 975.000000, 277.874316, 279.891652, 270.138916 
0, 25.000000, 176.039452, 505.058209, 301.528534 
1, 75.000000, 184.812985, 387.385668, 301.528534 
2, 125.000000, 188.609597, 341.656350, 301.528534 
3, 175.000000, 190.665302, 313.723109, 301.528534 
4, 225.000000, 192.639858, 295.010082, 301.528534 
5, 275.000000, 197.293655, 285.301317, 301.528534 
6, 325.000000, 206.750932, 285.042338, 301.528534 
7, 375.000000, 215.041914, 284.595788, 301.528534 
8, 425.000000, 222.530393, 284.160643, 301.528534 
9, 475.000000, 229.404899, 283.776183, 301.528534 
10, 525.000000, 235.773414, 283.432284, 301.528534 
11, 575.000000, 241.763656, 283.176588, 301.528534 
12, 625.000000, 247.326849, 282.872846, 301.528534 
13, 675.000000, 252.513908, 282.524200, 301.528534 
14, 725.000000, 257.401262, 282.172118, 301.528534 
15, 775.000000, 262.022269, 281.816417, 301.528534 
16, 825.000000, 266.403899, 281.456237, 301.528534 
17, 875.000000, 270.572333, 281.094608, 301.528534 
18, 925.000000, 274.547702, 280.731795, 301.528534 
19, 975.000000, 278.352702, 280.373510, 301.528534 
0, 25.000000, 175.745144, 504.213838, 333.218109 
1, 75.000000, 184.751333, 387.256439, 333.218109 
2, 125.000000, 188.444275, 341.356879, 333.218109 
3, 175.000000, 190.271484, 313.075115, 333.218109 
4, 225.000000, 192.137594, 294.240912, 333.218109 
5, 275.000000, 197.638846, 285.800490, 333.218109 
6, 325.000000, 207.119314, 285.550217, 333.218109 
7, 375.000000, 215.423727, 285.101096, 333.218109 
8, 425.000000, 222.907442, 284.642117, 333.218109 
9, 475.000000, 229.756823, 284.211517, 333.218109 
10, 525.000000, 236.075538, 283.795479, 333.218109 
11, 575.000000, 241.943937, 283.387751, 333.218109 
12, 625.000000, 247.420074, 282.979469, 333.218109 
13, 675.000000, 252.566246, 282.582758, 333.218109 
14, 725.000000, 257.445002, 282.220067, 333.218109 
15, 775.000000, 262.105148, 281.905557, 333.218109 
16, 825.000000, 266.584784, 281.647343, 333.218109 
17, 875.000000, 270.855898, 281.389200, 333.218109 
18, 925.000000, 274.920125, 281.112607, 333.218109 
19, 975.000000, 278.797299, 280.821335, 333.218109 
0, 25.000000, 175.464808, 503.409552, 365.199097 
1, 75.000000, 184.684319, 387.115973, 365.199097 
2, 125.000000, 188.277405, 341.054603, 365.199097 
3, 175.000000, 189.893333, 312.452900, 365.199097 
4, 225.000000, 191.698451, 293.568405, 365.199097 
5, 275.000000, 197.715879, 285.911885, 365.199097 
6, 325.000000, 207.251482, 285.732434, 365.199097 
7, 375.000000, 215.629829, 285.373860, 365.199097 
8, 425.000000, 223.183974, 284.995234, 365.199097 
9, 475.000000, 230.092973, 284.627337, 365.199097 
10, 525.000000, 236.454566, 284.251123, 365.199097 
11, 575.000000, 242.346645, 283.859440, 365.199097 
12, 625.000000, 247.828147, 283.446190, 365.199097 
13, 675.000000, 252.959734, 283.023011, 365.199097 
14, 725.000000, 257.801355, 282.610714, 365.199097 
15, 775.000000, 262.394631, 282.216908, 365.199097 
16, 825.000000, 266.773598, 281.846825, 365.199097 
17, 875.000000, 270.966542, 281.504147, 365.199097 
18, 925.000000, 274.992442, 281.186553, 365.199097 
19, 975.000000, 278.870728, 280.895298, 365.199097 
0, 25.000000, 175.198509, 502.645538, 397.179230 
1, 75.000000, 184.611462, 386.963257, 397.179230 
2, 125.000000, 188.109504, 340.750458, 397.179230 
3, 175.000000, 189.532391, 311.859002, 397.179230 
4, 225.000000, 191.306844, 292.968694, 397.179230 
5, 275.000000, 197.914746, 286.199462, 397.179230 
6, 325.000000, 207.388243, 285.920984, 397.179230 
7, 375.000000, 215.714804, 285.486320, 397.179230 
8, 425.000000, 223.240994, 285.068046, 397.179230 
9, 475.000000, 230.152005, 284.700361, 397.179230 
10, 525.000000, 236.549318, 284.365028, 397.179230 
11, 575.000000, 242.507441, 284.047780, 397.179230 
12, 625.000000, 248.065443, 283.717591, 397.179230 
13, 675.000000, 253.267462, 283.367311, 397.179230 
14, 725.000000, 258.165826, 283.010260, 397.179230 
15, 775.000000, 262.797506, 282.650218, 397.179230 
16, 825.000000, 267.194985, 282.292021, 397.179230 
17, 875.000000, 271.386725, 281.940670, 397.179230 
18, 925.000000, 275.390562, 281.593641, 397.179230 
19, 975.000000, 279.223885, 281.251018, 397.179230 
0, 25.000000, 174.945361, 501.919254, 429.386993 
1, 75.000000, 184.534998, 386.802980, 429.386993 
2, 125.000000, 187.941839, 340.446741, 429.386993 
3, 175.000000, 189.188617, 311.293352, 429.386993 
4, 225.000000, 190.966915, 292.448125, 429.386993 
5, 275.000000, 198.196431, 286.606799, 429.386993 
6, 325.000000, 207.685555, 286.330880, 429.386993 
7, 375.000000, 216.016802, 285.885998, 429.386993 
8, 425.000000, 223.530619, 285.437883, 429.386993 
9, 475.000000, 230.410509, 285.020133, 429.386993 
10, 525.000000, 236.757221, 284.614957, 429.386993 
11, 575.000000, 242.652911, 284.218168, 429.386993 
12, 625.000000, 248.158828, 283.824397, 429.386993 
13, 675.000000, 253.335526, 283.443464, 429.386993 
14, 725.000000, 258.240760, 283.092405, 429.386993 
15, 775.000000, 262.911703, 282.773041, 429.386993 
16, 825.000000, 267.372947, 282.480038, 429.386993 
17, 875.000000, 271.636573, 282.200234, 429.386993 
18, 925.000000, 275.706518, 281.916714, 429.386993 
19, 975.000000, 279.592244, 281.622052, 429.386993 
0, 25.000000, 174.704002, 501.226795, 461.844269 
1, 75.000000, 184.454965, 386.635225, 461.844269 
2, 125.000000, 187.774689, 340.143959, 461.844269 
3, 175.000000, 188.862086, 310.756073, 461.844269 
4, 225.000000, 190.670530, 291.994239, 461.844269 
5, 275.000000, 198.286894, 286.737616, 461.844269 
6, 325.000000, 207.815779, 286.510416, 461.844269 
7, 375.000000, 216.199564, 286.127872, 461.844269 
8, 425.000000, 223.765330, 285.737599, 461.844269 
9, 475.000000, 230.688832, 285.364421, 461.844269 
10, 525.000000, 237.065873, 284.985999, 461.844269 
11, 575.000000, 242.976054, 284.596664, 461.844269 
12, 625.000000, 248.479394, 284.191036, 461.844269 
13, 675.000000, 253.635612, 283.779214, 461.844269 
14, 725.000000, 258.502313, 283.379129, 461.844269 
15, 775.000000, 263.119656, 282.996704, 461.844269 
16, 825.000000, 267.523052, 282.638625, 461.844269 
17, 875.000000, 271.741958, 282.309718, 461.844269 
18, 925.000000, 275.792641, 282.004777, 461.844269 
19, 975.000000, 279.688623, 281.719130, 461.844269 
0, 25.000000, 174.474072, 500.567124, 494.329437 
1, 75.000000, 184.371052, 386.459333, 494.329437 
2, 125.000000, 187.608405, 339.842744, 494.329437 
3, 175.000000, 188.552864, 310.247276, 494.329437 
4, 225.000000, 190.405320, 291.588094, 494.329437 
5, 275.000000, 198.434448, 286.950989, 494.329437 
6, 325.000000, 207.925090, 286.661121, 494.329437 
7, 375.000000, 216.280076, 286.234426, 494.329437 
8, 425.000000, 223.832966, 285.823966, 494.329437 
9, 475.000000, 230.765254, 285.458956, 494.329437 
10, 525.000000, 237.172995, 285.114774, 494.329437 
11, 575.000000, 243.130447, 284.777503, 494.329437 
12, 625.000000, 248.687869, 284.429473, 494.329437 
13, 675.000000, 253.894983, 284.069410, 494.329437 
14, 725.000000, 258.802221, 283.707898, 494.329437 
15, 775.000000, 263.445526, 283.347191, 494.329437 
16, 825.000000, 267.858335, 282.992852, 494.329437 
17, 875.000000, 272.069463, 282.649959, 494.329437 
18, 925.000000, 276.095319, 282.314272, 494.329437 
19, 975.000000, 279.951295, 281.983709, 494.329437 
0, 25.000000, 174.255121, 499.938951, 526.988098 
1, 75.000000, 184.284837, 386.278619, 526.988098 
2, 125.000000, 187.443934, 339.544814, 526.988098 
3, 175.000000, 188.260620, 309.766414, 526.988098 
4, 225.000000, 190.174933, 291.235278, 526.988098 
5, 275.000000, 198.661840, 287.279816, 526.988098 
6, 325.000000, 208.161188, 286.986624, 526.988098 
7, 375.000000, 216.515115, 286.545486, 526.988098 
8, 425.000000, 224.053195, 286.105187, 526.988098 
9, 475.000000, 230.957972, 285.697350, 526.988098 
10, 525.000000, 237.329018, 285.302336, 526.988098 
11, 575.000000, 243.248407, 284.915670, 526.988098 
12, 625.000000, 248.777019, 284.531435, 526.988098 
13, 675.000000, 253.973573, 284.157340, 526.988098 
14, 725.000000, 258.892463, 283.806824, 526.988098 
15, 775.000000, 263.567955, 283.478869, 526.988098 
16, 825.000000, 268.026968, 283.171012, 526.988098 
17, 875.000000, 272.289050, 282.878085, 526.988098 
18, 925.000000, 276.361773, 282.586728, 526.988098 
19, 975.000000, 280.254183, 282.288796, 526.988098 
0, 25.000000, 174.046098, 499.339265, 559.857910 
1, 75.000000, 184.196523, 386.093504, 559.857910 
2, 125.000000, 187.281534, 339.250635, 559.857910 
3, 175.000000, 187.984933, 309.312795, 559.857910 
4, 225.000000, 189.974820, 290.928824, 559.857910 
5, 275.000000, 198.754551, 287.413882, 559.857910 
6, 325.000000, 208.283919, 287.155830, 559.857910 
7, 375.000000, 216.675854, 286.758215, 559.857910 
8, 425.000000, 224.251091, 286.357891, 559.857910 
9, 475.000000, 231.186501, 285.980043, 559.857910 
10, 525.000000, 237.577515, 285.601064, 559.857910 
11, 575.000000, 243.503860, 285.214881, 559.857910 
12, 625.000000, 249.025444, 284.815565, 559.857910 
13, 675.000000, 254.201433, 284.412280, 559.857910 
14, 725.000000, 259.088619, 284.021857, 559.857910 
15, 775.000000, 263.726424, 283.649310, 559.857910 
16, 825.000000, 268.149943, 283.300937, 559.857910 
17, 875.000000, 272.387792, 282.980668, 559.857910 
18, 925.000000, 276.454028, 282.681061, 559.857910 
19, 975.000000, 280.359607, 282.394986, 559.857910 
0, 25.000000, 173.846460, 498.766503, 592.773010 
1, 75.000000, 184.105891, 385.903532, 592.773010 
2, 125.000000, 187.121375, 338.960516, 592.773010 
3, 175.000000, 187.725144, 308.885336, 592.773010 
4, 225.000000, 189.795399, 290.654057, 592.773010 
5, 275.000000, 198.868590, 287.578790, 592.773010 
6, 325.000000, 208.374307, 287.280446, 592.773010 
7, 375.000000, 216.751151, 286.857866, 592.773010 
8, 425.000000, 224.322855, 286.449530, 592.773010 
9, 475.000000, 231.269337, 286.082511, 592.773010 
10, 525.000000, 237.685382, 285.730735, 592.773010 
11, 575.000000, 243.646663, 285.382144, 592.773010 
12, 625.000000, 249.206843, 285.023034, 592.773010 
13, 675.000000, 254.418564, 284.655217, 592.773010 
14, 725.000000, 259.333361, 284.290151, 592.773010 
15, 775.000000, 263.987205, 283.929791, 592.773010 
16, 825.000000, 268.413527, 283.579413, 592.773010 
17, 875.000000, 272.640832, 283.243548, 592.773010 
18, 925.000000, 276.684569, 282.916795, 592.773010 
19, 975.000000, 280.559031, 282.595858, 592.773010 
0, 25.000000, 173.655954, 498.219939, 625.821533 
1, 75.000000, 184.014059, 385.711043, 625.821533 
2, 125.000000, 186.964127, 338.675668, 625.821533 
3, 175.000000, 187.480780, 308.483255, 625.821533 
4, 225.000000, 189.639335, 290.415060, 625.821533 
5, 275.000000, 199.050364, 287.841650, 625.821533 
6, 325.000000, 208.559911, 287.536332, 625.821533 
7, 375.000000, 216.932938, 287.098452, 625.821533 
8, 425.000000, 224.491029, 286.664281, 625.821533 
9, 475.000000, 231.416272, 286.264272, 625.821533 
10, 525.000000, 237.807292, 285.877288, 625.821533 
11, 575.000000, 243.745484, 285.497893, 625.821533 
12, 625.000000, 249.290717, 285.118962, 625.821533 
13, 675.000000, 254.500459, 284.746845, 625.821533 
14, 725.000000, 259.428021, 284.393922, 625.821533 
15, 775.000000, 264.107550, 284.059227, 625.821533 
16, 825.000000, 268.567816, 283.742420, 625.821533 
17, 875.000000, 272.831252, 283.441374, 625.821533 
18, 925.000000, 276.907387, 283.144632, 625.821533 
19, 975.000000, 280.805960, 282.844579, 625.821533 
0, 25.000000, 173.473808, 497.697360, 659.046387 
1, 75.000000, 183.921294, 385.516598, 659.046387 
2, 125.000000, 186.809990, 338.396458, 659.046387 
3, 175.000000, 187.251265, 308.105609, 659.046387 
4, 225.000000, 189.504378, 290.208386, 659.046387 
5, 275.000000, 199.139406, 287.970411, 659.046387 
6, 325.000000, 208.671686, 287.690434, 659.046387 
7, 375.000000, 217.072200, 287.282757, 659.046387 
8, 425.000000, 224.656364, 286.875405, 659.046387 
9, 475.000000, 231.602277, 286.494362, 659.046387 
10, 525.000000, 238.005481, 286.115537, 659.046387 
11, 575.000000, 243.945700, 285.732405, 659.046387 
12, 625.000000, 249.482512, 285.338322, 659.046387 
13, 675.000000, 254.674671, 284.941761, 659.046387 
14, 725.000000, 259.578493, 284.558874, 659.046387 
15, 775.000000, 264.232692, 284.193823, 659.046387 
16, 825.000000, 268.671637, 283.852107, 659.046387 
17, 875.000000, 272.922991, 283.536681, 659.046387 
18, 925.000000, 276.999554, 283.238875, 659.046387 
19, 975.000000, 280.911481, 282.950866, 659.046387 
0, 25.000000, 173.299435, 497.197084, 692.325623 
1, 75.000000, 183.827437, 385.319864, 692.325623 
2, 125.000000, 186.658990, 338.122930, 692.325623 
3, 175.000000, 187.035657, 307.750844, 692.325623 
4, 225.000000, 189.383290, 290.022949, 692.325623 
5, 275.000000, 199.230170, 288.101663, 692.325623 
6, 325.000000, 208.748359, 287.796142, 692.325623 
7, 375.000000, 217.141920, 287.375028, 692.325623 
8, 425.000000, 224.727516, 286.966263, 692.325623 
9, 475.000000, 231.684638, 286.596243, 692.325623 
10, 525.000000, 238.107870, 286.238624, 692.325623 
11, 575.000000, 244.073936, 285.882608, 692.325623 
12, 625.000000, 249.638143, 285.516321, 692.325623 
13, 675.000000, 254.854810, 285.143309, 692.325623 
14, 725.000000, 259.776581, 284.776025, 692.325623 
15, 775.000000, 264.439719, 284.416490, 692.325623 
16, 825.000000, 268.877593, 284.069700, 692.325623 
17, 875.000000, 273.118341, 283.739627, 692.325623 
18, 925.000000, 277.176636, 283.419945, 692.325623 
19, 975.000000, 281.065907, 283.106414, 692.325623 
0, 25.000000, 173.132661, 496.718609, 725.708801 
1, 75.000000, 183.733267, 385.122475, 725.708801 
2, 125.000000, 186.511565, 337.855877, 725.708801 
3, 175.000000, 186.833412, 307.418068, 725.708801 
4, 225.000000, 189.277776, 289.861365, 725.708801 
5, 275.000000, 199.374500, 288.310375, 725.708801 
6, 325.000000, 208.893609, 287.996394, 725.708801 
7, 375.000000, 217.282621, 287.561237, 725.708801 
8, 425.000000, 224.857170, 287.131826, 725.708801 
9, 475.000000, 231.799014, 286.737727, 725.708801 
10, 525.000000, 238.205918, 286.356491, 725.708801 
11, 575.000000, 244.158562, 285.981730, 725.708801 
12, 625.000000, 249.715983, 285.605348, 725.708801 
13, 675.000000, 254.935048, 285.233083, 725.708801 
14, 725.000000, 259.868941, 284.877273, 725.708801 
15, 775.000000, 264.552236, 284.537506, 725.708801 
16, 825.000000, 269.014940, 284.214807, 725.708801 
17, 875.000000, 273.281038, 283.908651, 725.708801 
18, 925.000000, 277.361171, 283.608637, 725.708801 
19, 975.000000, 281.265648, 283.307605, 725.708801 
0, 25.000000, 172.972935, 496.260354, 759.237305 
1, 75.000000, 183.639061, 384.925012, 759.237305 
2, 125.000000, 186.367856, 337.595555, 759.237305 
3, 175.000000, 186.643960, 307.106342, 759.237305 
4, 225.000000, 189.186960, 289.722289, 759.237305 
5, 275.000000, 199.456555, 288.429032, 759.237305 
6, 325.000000, 208.992743, 288.133067, 759.237305 
7, 375.000000, 217.401460, 287.718514, 759.237305 
8, 425.000000, 224.993956, 287.306494, 759.237305 
9, 475.000000, 231.949259, 286.923582, 759.237305 
10, 525.000000, 238.363034, 286.545366, 759.237305 
11, 575.000000, 244.315002, 286.164968, 759.237305 
12, 625.000000, 249.864429, 285.775129, 759.237305 
13, 675.000000, 255.069720, 285.383760, 759.237305 
14, 725.000000, 259.986796, 285.006470, 759.237305 
15, 775.000000, 264.653725, 284.646662, 759.237305 
16, 825.000000, 269.104226, 284.309138, 759.237305 
17, 875.000000, 273.365322, 283.996212, 759.237305 
18, 925.000000, 277.449194, 283.698643, 759.237305 
19, 975.000000, 281.365851, 283.408534, 759.237305 
0, 25.000000, 172.819706, 495.820739, 792.823486 
1, 75.000000, 183.544699, 384.727219, 792.823486 
2, 125.000000, 186.227787, 337.341827, 792.823486 
3, 175.000000, 186.466315, 306.814042, 792.823486 
4, 225.000000, 189.105510, 289.597556, 792.823486 
5, 275.000000, 199.530441, 288.535877, 792.823486 
6, 325.000000, 209.058751, 288.224071, 792.823486 
7, 375.000000, 217.465238, 287.802920, 792.823486 
8, 425.000000, 225.061492, 287.392734, 792.823486 
9, 475.000000, 232.027049, 287.019809, 792.823486 
10, 525.000000, 238.456558, 286.657795, 792.823486 
11, 575.000000, 244.427492, 286.296726, 792.823486 
12, 625.000000, 249.996121, 285.925748, 792.823486 
13, 675.000000, 255.217820, 285.549461, 792.823486 
14, 725.000000, 260.146048, 285.181047, 792.823486 
15, 775.000000, 264.817315, 284.822611, 792.823486 
16, 825.000000, 269.264943, 284.478935, 792.823486 
