layer, player, Tlayer, theta, time
4, 225.000000, 196.770360, 301.335563, 116.088173 
5, 275.000000, 200.591427, 290.070142, 116.088173 
6, 325.000000, 205.312631, 283.059389, 116.088173 
7, 375.000000, 213.027675, 281.930058, 116.088173 
8, 425.000000, 220.473694, 281.534337, 116.088173 
9, 475.000000, 227.333064, 281.213301, 116.088173 
10, 525.000000, 233.660364, 280.892105, 116.088173 
11, 575.000000, 239.532051, 280.562720, 116.088173 
12, 625.000000, 245.026808, 280.242241, 116.088173 
13, 675.000000, 250.186494, 279.920182, 116.088173 
14, 725.000000, 255.018523, 279.560078, 116.088173 
15, 775.000000, 259.530411, 279.136314, 116.088173 
16, 825.000000, 263.817336, 278.723528, 116.088173 
17, 875.000000, 267.814575, 278.229603, 116.088173 
18, 925.000000, 271.522251, 277.638197, 116.088173 
19, 975.000000, 275.115421, 277.112727, 116.088173 
0, 25.000000, 177.605702, 509.551788, 145.764542 
1, 75.000000, 184.999612, 387.776856, 145.764542 
2, 125.000000, 189.388245, 343.066831, 145.764542 
3, 175.000000, 192.809715, 317.251553, 145.764542 
4, 225.000000, 196.006766, 300.166190, 145.764542 
5, 275.000000, 199.638455, 288.692073, 145.764542 
6, 325.000000, 205.433977, 283.226686, 145.764542 
7, 375.000000, 213.693485, 282.811219, 145.764542 
8, 425.000000, 221.039932, 282.257395, 145.764542 
9, 475.000000, 227.801294, 281.792508, 145.764542 
10, 525.000000, 234.194429, 281.534126, 145.764542 
11, 575.000000, 239.896050, 280.989070, 145.764542 
12, 625.000000, 245.265127, 280.514812, 145.764542 
13, 675.000000, 250.372167, 280.127922, 145.764542 
14, 725.000000, 255.240246, 279.803139, 145.764542 
15, 775.000000, 259.863471, 279.494535, 145.764542 
16, 825.000000, 264.267050, 279.198652, 145.764542 
17, 875.000000, 268.481510, 278.922475, 145.764542 
18, 925.000000, 272.504725, 278.642801, 145.764542 
19, 975.000000, 276.321367, 278.327428, 145.764542 
0, 25.000000, 177.198101, 508.382380, 176.090027 
1, 75.000000, 184.967955, 387.710499, 176.090027 
2, 125.000000, 189.243040, 342.803800, 176.090027 
3, 175.000000, 192.371106, 316.529860, 176.090027 
4, 225.000000, 195.266407, 299.032399, 176.090027 
5, 275.000000, 198.823506, 287.513595, 176.090027 
6, 325.000000, 205.697768, 283.590367, 176.090027 
7, 375.000000, 214.048945, 283.281650, 176.090027 
8, 425.000000, 221.555737, 282.916054, 176.090027 
9, 475.000000, 228.423019, 282.561587, 176.090027 
10, 525.000000, 234.731374, 282.179608, 176.090027 
11, 575.000000, 240.549736, 281.754730, 176.090027 
12, 625.000000, 245.941342, 281.288212, 176.090027 
13, 675.000000, 250.965369, 280.791623, 176.090027 
14, 725.000000, 255.753986, 280.366318, 176.090027 
15, 775.000000, 260.359263, 280.027781, 176.090027 
16, 825.000000, 264.640689, 279.593403, 176.090027 
17, 875.000000, 268.749996, 279.201402, 176.090027 
18, 925.000000, 272.735253, 278.878522, 176.090027 
19, 975.000000, 276.590631, 278.598648, 176.090027 
0, 25.000000, 176.812809, 507.276976, 206.512146 
1, 75.000000, 184.925777, 387.622090, 206.512146 
2, 125.000000, 189.091561, 342.529402, 206.512146 
3, 175.000000, 191.939458, 315.819620, 206.512146 
4, 225.000000, 194.563209, 297.955516, 206.512146 
5, 275.000000, 198.123642, 286.501541, 206.512146 
6, 325.000000, 206.051291, 284.077761, 206.512146 
7, 375.000000, 214.321424, 283.642261, 206.512146 
8, 425.000000, 221.762216, 283.179717, 206.512146 
9, 475.000000, 228.604581, 282.786181, 206.512146 
10, 525.000000, 234.944713, 282.436071, 206.512146 
11, 575.000000, 240.845400, 282.101039, 206.512146 
12, 625.000000, 246.354868, 281.761171, 206.512146 
13, 675.000000, 251.523019, 281.415548, 206.512146 
14, 725.000000, 256.390545, 281.064135, 206.512146 
15, 775.000000, 260.978735, 280.694050, 206.512146 
16, 825.000000, 265.313194, 280.303905, 206.512146 
17, 875.000000, 269.426318, 279.904025, 206.512146 
18, 925.000000, 273.351920, 279.509079, 206.512146 
19, 975.000000, 277.138264, 279.150256, 206.512146 
0, 25.000000, 176.447738, 506.229584, 237.242676 
1, 75.000000, 184.875887, 387.517517, 237.242676 
2, 125.000000, 188.935191, 342.246146, 237.242676 
3, 175.000000, 191.514720, 315.120751, 237.242676 
4, 225.000000, 193.896592, 296.934654, 237.242676 
5, 275.000000, 197.535691, 285.651320, 237.242676 
6, 325.000000, 206.526853, 284.733407, 237.242676 
7, 375.000000, 214.809716, 284.288488, 237.242676 
8, 425.000000, 222.256224, 283.810542, 237.242676 
9, 475.000000, 229.065368, 283.356180, 237.242676 
10, 525.000000, 235.356886, 282.931560, 237.242676 
11, 575.000000, 241.207579, 282.525257, 237.242676 
12, 625.000000, 246.647396, 282.095741, 237.242676 
13, 675.000000, 251.754912, 281.675000, 237.242676 
14, 725.000000, 256.604836, 281.299049, 237.242676 
15, 775.000000, 261.229898, 280.964187, 237.242676 
16, 825.000000, 265.648045, 280.657676, 237.242676 
17, 875.000000, 269.874413, 280.369546, 237.242676 
18, 925.000000, 273.913854, 280.083671, 237.242676 
19, 975.000000, 277.768043, 279.784608, 237.242676 
0, 25.000000, 176.100760, 505.234102, 268.337830 
1, 75.000000, 184.818586, 387.397409, 268.337830 
2, 125.000000, 188.774164, 341.954454, 268.337830 
3, 175.000000, 191.097502, 314.434255, 268.337830 
4, 225.000000, 193.267470, 295.971211, 268.337830 
5, 275.000000, 197.097616, 285.017831, 268.337830 
6, 325.000000, 206.673309, 284.935322, 268.337830 
7, 375.000000, 215.065626, 284.627170, 268.337830 
8, 425.000000, 222.594621, 284.242659, 268.337830 
9, 475.000000, 229.489019, 283.880240, 268.337830 
10, 525.000000, 235.838330, 283.510322, 268.337830 
11, 575.000000, 241.714043, 283.118476, 268.337830 
12, 625.000000, 247.171801, 282.695515, 268.337830 
13, 675.000000, 252.273186, 282.254869, 268.337830 
14, 725.000000, 257.084774, 281.825174, 268.337830 
15, 775.000000, 261.656767, 281.423303, 268.337830 
16, 825.000000, 266.016900, 281.047372, 268.337830 
17, 875.000000, 270.180808, 280.687856, 268.337830 
18, 925.000000, 274.174161, 280.349841, 268.337830 
19, 975.000000, 278.020487, 280.038884, 268.337830 
0, 25.000000, 175.772240, 504.291575, 299.543365 
1, 75.000000, 184.753740, 387.261486, 299.543365 
2, 125.000000, 188.609479, 341.656137, 299.543365 
3, 175.000000, 190.692058, 313.767132, 299.543365 
4, 225.000000, 192.696850, 295.097361, 299.543365 
5, 275.000000, 197.401815, 285.457725, 299.543365 
6, 325.000000, 206.864758, 285.199267, 299.543365 
7, 375.000000, 215.159739, 284.751723, 299.543365 
8, 425.000000, 222.651670, 284.315507, 299.543365 
9, 475.000000, 229.528890, 283.929561, 299.543365 
10, 525.000000, 235.898509, 283.582666, 299.543365 
11, 575.000000, 241.881285, 283.314366, 299.543365 
12, 625.000000, 247.456694, 283.021352, 299.543365 
13, 675.000000, 252.648580, 282.674877, 299.543365 
14, 725.000000, 257.539552, 282.323716, 299.543365 
15, 775.000000, 262.164334, 281.969214, 299.543365 
16, 825.000000, 266.549979, 281.610571, 299.543365 
17, 875.000000, 270.722465, 281.250578, 299.543365 
18, 925.000000, 274.701783, 280.889348, 299.543365 
19, 975.000000, 278.510583, 280.532537, 299.543365 
0, 25.000000, 175.460640, 503.397593, 331.050354 
1, 75.000000, 184.683631, 387.114530, 331.050354 
2, 125.000000, 188.442900, 341.354389, 331.050354 
3, 175.000000, 190.301270, 313.124125, 331.050354 
4, 225.000000, 192.204067, 294.342708, 331.050354 
5, 275.000000, 197.757146, 285.971559, 331.050354 
6, 325.000000, 207.242843, 285.720524, 331.050354 
7, 375.000000, 215.550833, 285.269313, 331.050354 
8, 425.000000, 223.037785, 284.808558, 331.050354 
9, 475.000000, 229.890135, 284.376424, 331.050354 
10, 525.000000, 236.211897, 283.959401, 331.050354 
11, 575.000000, 242.083680, 283.551431, 331.050354 
12, 625.000000, 247.563541, 283.143555, 331.050354 
13, 675.000000, 252.713556, 282.747576, 331.050354 
14, 725.000000, 257.595824, 282.385404, 331.050354 
15, 775.000000, 262.257921, 282.069871, 331.050354 
16, 825.000000, 266.738174, 281.809399, 331.050354 
17, 875.000000, 271.017420, 281.557003, 331.050354 
18, 925.000000, 275.088220, 281.284488, 331.050354 
19, 975.000000, 278.969971, 280.995261, 331.050354 
0, 25.000000, 175.164210, 502.547135, 362.852386 
1, 75.000000, 184.608059, 386.956124, 362.852386 
2, 125.000000, 188.274659, 341.049629, 362.852386 
3, 175.000000, 189.926452, 312.507395, 362.852386 
4, 225.000000, 191.775190, 293.685923, 362.852386 
5, 275.000000, 197.841943, 286.094183, 362.852386 
6, 325.000000, 207.381934, 285.912286, 362.852386 
7, 375.000000, 215.765610, 285.553559, 362.852386 
8, 425.000000, 223.324944, 285.175246, 362.852386 
9, 475.000000, 230.237702, 284.806369, 362.852386 
10, 525.000000, 236.602345, 284.428774, 362.852386 
11, 575.000000, 242.497379, 284.035994, 362.852386 
12, 625.000000, 247.982110, 283.622282, 362.852386 
13, 675.000000, 253.117411, 283.199427, 362.852386 
14, 725.000000, 257.963286, 282.788228, 362.852386 
15, 775.000000, 262.561410, 282.396286, 362.852386 
16, 825.000000, 266.945663, 282.028612, 362.852386 
17, 875.000000, 271.143834, 281.688334, 362.852386 
18, 925.000000, 275.174360, 281.372569, 362.852386 
19, 975.000000, 279.056117, 281.082032, 362.852386 
0, 25.000000, 174.883056, 501.740501, 394.661377 
1, 75.000000, 184.526695, 386.785577, 394.661377 
2, 125.000000, 188.105324, 340.742887, 394.661377 
3, 175.000000, 189.569135, 311.919461, 394.661377 
4, 225.000000, 191.394124, 293.102356, 394.661377 
5, 275.000000, 198.051162, 286.396729, 394.661377 
6, 325.000000, 207.530953, 286.117734, 394.661377 
7, 375.000000, 215.862289, 285.681508, 394.661377 
8, 425.000000, 223.392488, 285.261496, 394.661377 
9, 475.000000, 230.306494, 284.891465, 394.661377 
10, 525.000000, 236.705928, 284.553295, 394.661377 
11, 575.000000, 242.666443, 284.234018, 394.661377 
12, 625.000000, 248.229110, 283.904780, 394.661377 
13, 675.000000, 253.436453, 283.556386, 394.661377 
14, 725.000000, 258.339781, 283.200955, 394.661377 
15, 775.000000, 262.976321, 282.842541, 394.661377 
16, 825.000000, 267.378766, 282.486186, 394.661377 
17, 875.000000, 271.575462, 282.136748, 394.661377 
18, 925.000000, 275.584128, 281.791566, 394.661377 
19, 975.000000, 279.422060, 281.450632, 394.661377 
0, 25.000000, 174.616077, 500.974536, 426.702209 
1, 75.000000, 184.441744, 386.607512, 426.702209 
2, 125.000000, 187.936187, 340.436505, 426.702209 
3, 175.000000, 189.229322, 311.360329, 426.702209 
4, 225.000000, 191.065234, 292.598692, 426.702209 
5, 275.000000, 198.341551, 286.816654, 426.702209 
6, 325.000000, 207.836952, 286.539607, 426.702209 
7, 375.000000, 216.173040, 286.092769, 426.702209 
8, 425.000000, 223.691201, 285.642939, 426.702209 
9, 475.000000, 230.575068, 285.223693, 426.702209 
10, 525.000000, 236.925657, 284.817440, 426.702209 
11, 575.000000, 242.825291, 284.420076, 426.702209 
12, 625.000000, 248.335292, 284.026223, 426.702209 
13, 675.000000, 253.516128, 283.645530, 426.702209 
14, 725.000000, 258.425369, 283.294780, 426.702209 
15, 775.000000, 263.100356, 282.975946, 426.702209 
16, 825.000000, 267.566396, 282.684417, 426.702209 
17, 875.000000, 271.835948, 282.407363, 426.702209 
18, 925.000000, 275.911890, 282.126711, 426.702209 
19, 975.000000, 279.802886, 281.834223, 426.702209 
0, 25.000000, 174.361827, 500.245094, 458.996582 
1, 75.000000, 184.353289, 386.422101, 458.996582 
2, 125.000000, 187.767566, 340.131055, 458.996582 
3, 175.000000, 188.907112, 310.830160, 458.996582 
4, 225.000000, 190.780108, 292.162048, 458.996582 
5, 275.000000, 198.439440, 286.958209, 458.996582 
6, 325.000000, 207.974701, 286.729519, 458.996582 
7, 375.000000, 216.364008, 286.345505, 458.996582 
8, 425.000000, 223.934993, 285.954250, 458.996582 
9, 475.000000, 230.863065, 285.579949, 458.996582 
10, 525.000000, 237.244177, 285.200345, 458.996582 
11, 575.000000, 243.158270, 284.810092, 458.996582 
12, 625.000000, 248.665717, 284.404137, 458.996582 
13, 675.000000, 253.826466, 283.992750, 458.996582 
14, 725.000000, 258.698171, 283.593835, 458.996582 
15, 775.000000, 263.320986, 283.213243, 458.996582 
16, 825.000000, 267.730121, 282.857393, 458.996582 
17, 875.000000, 271.954602, 282.530631, 458.996582 
18, 925.000000, 276.010339, 282.227378, 458.996582 
19, 975.000000, 279.910688, 281.942807, 458.996582 
0, 25.000000, 174.119958, 499.551170, 491.325409 
1, 75.000000, 184.261123, 386.228912, 491.325409 
2, 125.000000, 187.599853, 339.827253, 491.325409 
3, 175.000000, 188.602518, 310.328978, 491.325409 
4, 225.000000, 190.526023, 291.772940, 491.325409 
5, 275.000000, 198.596016, 287.184628, 491.325409 
6, 325.000000, 208.093723, 286.893612, 491.325409 
7, 375.000000, 216.454334, 286.465046, 491.325409 
8, 425.000000, 224.012023, 286.052613, 491.325409 
9, 475.000000, 230.948370, 285.685473, 491.325409 
10, 525.000000, 237.359837, 285.339384, 491.325409 
11, 575.000000, 243.321254, 285.000995, 491.325409 
12, 625.000000, 248.883327, 284.653022, 491.325409 
13, 675.000000, 254.095668, 284.293946, 491.325409 
14, 725.000000, 259.008384, 283.933901, 491.325409 
15, 775.000000, 263.657339, 283.575006, 491.325409 
16, 825.000000, 268.075933, 283.222744, 491.325409 
17, 875.000000, 272.292795, 282.881977, 491.325409 
18, 925.000000, 276.324194, 282.548302, 491.325409 
19, 975.000000, 280.185395, 282.219509, 491.325409 
0, 25.000000, 173.889882, 498.891080, 523.832764 
1, 75.000000, 184.166810, 386.031224, 523.832764 
2, 125.000000, 187.434017, 339.526849, 523.832764 
3, 175.000000, 188.315203, 309.856225, 523.832764 
4, 225.000000, 190.306841, 291.437283, 523.832764 
5, 275.000000, 198.831015, 287.524454, 523.832764 
6, 325.000000, 208.337650, 287.229907, 523.832764 
7, 375.000000, 216.697518, 286.786887, 523.832764 
8, 425.000000, 224.240889, 286.344864, 523.832764 
9, 475.000000, 231.150476, 285.935479, 523.832764 
10, 525.000000, 237.526100, 285.539255, 523.832764 
11, 575.000000, 243.450004, 285.151799, 523.832764 
12, 625.000000, 248.983204, 284.767253, 523.832764 
13, 675.000000, 254.184501, 284.393336, 523.832764 
14, 725.000000, 259.108331, 284.043467, 523.832764 
15, 775.000000, 263.789148, 283.716772, 523.832764 
16, 825.000000, 268.254002, 283.410875, 523.832764 
17, 875.000000, 272.522241, 283.120346, 523.832764 
18, 925.000000, 276.601042, 282.831387, 523.832764 
19, 975.000000, 280.499083, 282.535474, 523.832764 
0, 25.000000, 173.670478, 498.261609, 556.555359 
1, 75.000000, 184.070574, 385.829503, 556.555359 
2, 125.000000, 187.270340, 339.230356, 556.555359 
3, 175.000000, 188.044739, 309.411200, 556.555359 
4, 225.000000, 190.117866, 291.147886, 556.555359 
5, 275.000000, 198.930696, 287.668601, 556.555359 
6, 325.000000, 208.467547, 287.408993, 556.555359 
7, 375.000000, 216.865820, 287.009624, 556.555359 
8, 425.000000, 224.446809, 286.607814, 556.555359 
9, 475.000000, 231.387416, 286.228576, 556.555359 
10, 525.000000, 237.783255, 285.848391, 556.555359 
11, 575.000000, 243.714296, 285.461363, 556.555359 
12, 625.000000, 249.240729, 285.061790, 556.555359 
13, 675.000000, 254.421926, 284.658979, 556.555359 
14, 725.000000, 259.314730, 284.269728, 556.555359 
15, 775.000000, 263.958546, 283.898967, 556.555359 
16, 825.000000, 268.388285, 283.552744, 556.555359 
17, 875.000000, 272.632205, 283.234586, 556.555359 
18, 925.000000, 276.704120, 282.936786, 556.555359 
19, 975.000000, 280.614893, 282.652125, 556.555359 
0, 25.000000, 173.461199, 497.661184, 589.329224 
1, 75.000000, 183.972267, 385.623443, 589.329224 
2, 125.000000, 187.109023, 338.938139, 589.329224 
3, 175.000000, 187.790408, 308.992721, 589.329224 
4, 225.000000, 189.949274, 290.889703, 589.329224 
5, 275.000000, 199.052534, 287.844788, 589.329224 
6, 325.000000, 208.566159, 287.544946, 589.329224 
7, 375.000000, 216.949506, 287.120379, 589.329224 
8, 425.000000, 224.526864, 286.710040, 589.329224 
9, 475.000000, 231.478358, 286.341073, 589.329224 
10, 525.000000, 237.899128, 285.987686, 589.329224 
11, 575.000000, 243.865192, 285.638107, 589.329224 
12, 625.000000, 249.430494, 285.278828, 589.329224 
13, 675.000000, 254.647771, 284.911664, 589.329224 
14, 725.000000, 259.568486, 284.547904, 589.329224 
15, 775.000000, 264.228563, 284.189382, 589.329224 
16, 825.000000, 268.661315, 283.841202, 589.329224 
17, 875.000000, 272.894996, 283.507597, 589.329224 
18, 925.000000, 276.944866, 283.182955, 589.329224 
19, 975.000000, 280.825070, 282.863828, 589.329224 
0, 25.000000, 173.261701, 497.088826, 622.241577 
1, 75.000000, 183.872999, 385.415367, 622.241577 
2, 125.000000, 186.950746, 338.651430, 622.241577 
3, 175.000000, 187.551711, 308.599966, 622.241577 
4, 225.000000, 189.803900, 290.667075, 622.241577 
5, 275.000000, 199.241017, 288.117347, 622.241577 
6, 325.000000, 208.758782, 287.810512, 622.241577 
7, 375.000000, 217.138693, 287.370757, 622.241577 
8, 425.000000, 224.702886, 286.934812, 622.241577 
9, 475.000000, 231.633663, 286.533186, 622.241577 
10, 525.000000, 238.029895, 286.144887, 622.241577 
11, 575.000000, 243.973174, 285.764586, 622.241577 
12, 625.000000, 249.523562, 285.385272, 622.241577 
13, 675.000000, 254.738686, 285.013384, 622.241577 
14, 725.000000, 259.671942, 284.661316, 622.241577 
15, 775.000000, 264.357579, 284.328145, 622.241577 
16, 825.000000, 268.824331, 284.013428, 622.241577 
17, 875.000000, 273.094358, 283.714711, 622.241577 
18, 925.000000, 277.176908, 283.420224, 622.241577 
19, 975.000000, 281.081487, 283.122107, 622.241577 
0, 25.000000, 173.071157, 496.542155, 655.334534 
1, 75.000000, 183.773043, 385.205851, 655.334534 
2, 125.000000, 186.795727, 338.370620, 655.334534 
3, 175.000000, 187.328061, 308.231970, 655.334534 
4, 225.000000, 189.679427, 290.476457, 655.334534 
5, 275.000000, 199.336428, 288.255319, 655.334534 
6, 325.000000, 208.877128, 287.973672, 655.334534 
7, 375.000000, 217.284790, 287.564108, 655.334534 
8, 425.000000, 224.875344, 287.155033, 655.334534 
9, 475.000000, 231.827069, 286.772431, 655.334534 
10, 525.000000, 238.235731, 286.392330, 655.334534 
11, 575.000000, 244.181288, 286.008348, 655.334534 
12, 625.000000, 249.723563, 285.614017, 655.334534 
13, 675.000000, 254.921501, 285.217926, 655.334534 
14, 725.000000, 259.831470, 284.836196, 655.334534 
15, 775.000000, 264.492174, 284.472908, 655.334534 
16, 825.000000, 268.937827, 284.133337, 655.334534 
17, 875.000000, 273.195776, 283.820073, 655.334534 
18, 925.000000, 277.278601, 283.524207, 655.334534 
19, 975.000000, 281.196350, 283.237804, 655.334534 
0, 25.000000, 172.888971, 496.019460, 688.487244 
1, 75.000000, 183.672287, 384.994656, 688.487244 
2, 125.000000, 186.644006, 338.095786, 688.487244 
3, 175.000000, 187.118460, 307.887090, 688.487244 
4, 225.000000, 189.568454, 290.306512, 688.487244 
5, 275.000000, 199.433957, 288.396354, 688.487244 
6, 325.000000, 208.960900, 288.089167, 688.487244 
7, 375.000000, 217.361795, 287.666019, 688.487244 
8, 425.000000, 224.953819, 287.255241, 688.487244 
9, 475.000000, 231.916729, 286.883342, 688.487244 
10, 525.000000, 238.345421, 286.524192, 688.487244 
11, 575.000000, 244.316900, 286.167190, 688.487244 
12, 625.000000, 249.886725, 285.800629, 688.487244 
13, 675.000000, 255.109372, 285.428125, 688.487244 
14, 725.000000, 260.037503, 285.062056, 688.487244 
15, 775.000000, 264.707363, 284.704353, 688.487244 
16, 825.000000, 269.152194, 284.359816, 688.487244 
17, 875.000000, 273.399844, 284.032078, 688.487244 
18, 925.000000, 277.464768, 283.714567, 688.487244 
19, 975.000000, 281.360232, 283.402875, 688.487244 
0, 25.000000, 172.714907, 495.520071, 721.748901 
1, 75.000000, 183.571504, 384.783406, 721.748901 
2, 125.000000, 186.496025, 337.827726, 721.748901 
3, 175.000000, 186.922338, 307.564387, 721.748901 
4, 225.000000, 189.472809, 290.160041, 721.748901 
5, 275.000000, 199.584206, 288.613625, 721.748901 
6, 325.000000, 209.112394, 288.298027, 721.748901 
7, 375.000000, 217.509097, 287.860965, 721.748901 
8, 425.000000, 225.090449, 287.429712, 721.748901 
9, 475.000000, 232.038465, 287.033931, 721.748901 
10, 525.000000, 238.451161, 286.651306, 721.748901 
11, 575.000000, 244.409438, 286.275579, 721.748901 
12, 625.000000, 249.972552, 285.898791, 721.748901 
13, 675.000000, 255.197561, 285.526794, 721.748901 
14, 725.000000, 260.137739, 285.171939, 721.748901 
15, 775.000000, 264.827718, 284.833800, 721.748901 
16, 825.000000, 269.297420, 284.513247, 721.748901 
17, 875.000000, 273.570542, 284.209414, 721.748901 
18, 925.000000, 277.657475, 283.911615, 721.748901 
19, 975.000000, 281.568335, 283.612489, 721.748901 
0, 25.000000, 172.548372, 495.042280, 755.160034 
1, 75.000000, 183.470971, 384.572678, 755.160034 
2, 125.000000, 186.351931, 337.566707, 755.160034 
3, 175.000000, 186.739108, 307.262898, 755.160034 
4, 225.000000, 189.391598, 290.035674, 755.160034 
5, 275.000000, 199.671976, 288.740547, 755.160034 
6, 325.000000, 209.217432, 288.442841, 755.160034 
7, 375.000000, 217.634038, 288.026318, 755.160034 
8, 425.000000, 225.233544, 287.612436, 755.160034 
9, 475.000000, 232.195235, 287.227857, 755.160034 
10, 525.000000, 238.615027, 286.848296, 755.160034 
11, 575.000000, 244.572877, 286.467014, 755.160034 
12, 625.000000, 250.128282, 286.076903, 755.160034 
13, 675.000000, 255.339839, 285.685982, 755.160034 
14, 725.000000, 260.263526, 285.309830, 755.160034 
15, 775.000000, 264.937412, 284.951780, 755.160034 
16, 825.000000, 269.395078, 284.616424, 755.160034 
17, 875.000000, 273.663248, 284.305724, 755.160034 
18, 925.000000, 277.753881, 284.010193, 755.160034 
19, 975.000000, 281.676853, 283.721794, 755.160034 
0, 25.000000, 172.388800, 494.584468, 788.633728 
1, 75.000000, 183.370591, 384.362272, 788.633728 
2, 125.000000, 186.211654, 337.312603, 788.633728 
3, 175.000000, 186.567743, 306.980933, 788.633728 
4, 225.000000, 189.319381, 289.925079, 788.633728 
5, 275.000000, 199.751742, 288.855895, 788.633728 
6, 325.000000, 209.289614, 288.542356, 788.633728 
7, 375.000000, 217.704176, 288.119142, 788.633728 
8, 425.000000, 225.307532, 287.706916, 788.633728 
9, 475.000000, 232.279524, 287.332123, 788.633728 
10, 525.000000, 238.715089, 286.968585, 788.633728 
11, 575.000000, 244.691968, 286.606506, 788.633728 
12, 625.000000, 250.266676, 286.235187, 788.633728 
13, 675.000000, 255.494776, 285.859332, 788.633728 
14, 725.000000, 260.429778, 285.492082, 788.633728 
15, 775.000000, 265.108198, 285.135468, 788.633728 
16, 825.000000, 269.563224, 284.794070, 788.633728 
